,Ship Mode,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,state,Postal Code,Sales,Quantity,Discount,Profit,year,id,order date,oder month,order year,ship date,custome ID,ProductId,differnt
2027,2.0,776.0,2.0,0.0,241.0,3.0,3.0,1.0,3.0,1300.0,281.0,93534,33.024,2,0.2,11.5584,2013,113516,9,09,2013,11,21685,10002225,-2
2028,3.0,314.0,1.0,0.0,253.0,19.0,1.0,1.0,3.0,1303.0,102.0,93534,67.136,4,0.2,23.4976,2013,113516,9,09,2013,11,21685,10001989,-2
2029,3.0,314.0,1.0,0.0,253.0,19.0,1.0,1.0,14.0,1545.0,102.0,1453,14.73,3,0.0,6.9231,2012,117961,26,11,2012,30,14740,10000343,-4
2030,3.0,314.0,1.0,0.0,253.0,19.0,1.0,1.0,3.0,135.0,102.0,1453,104.9,5,0.0,25.176,2012,117961,26,11,2012,30,14740,10001172,-4
2031,3.0,314.0,1.0,0.0,253.0,19.0,1.0,1.0,12.0,1028.0,102.0,1453,61.04,4,0.0,30.52,2012,117961,26,11,2012,30,14740,10003707,-4
2032,3.0,300.0,1.0,0.0,154.0,41.0,0.0,1.0,12.0,1556.0,96.0,1453,10.95,3,0.0,5.1465,2012,117961,26,11,2012,30,14740,10001274,-4
2033,3.0,300.0,1.0,0.0,154.0,41.0,0.0,1.0,2.0,884.0,96.0,76106,9.392,2,0.2,3.2872,2013,128923,10,12,2013,14,14530,10002250,-4
2034,3.0,131.0,0.0,0.0,410.0,21.0,0.0,1.0,3.0,32.0,47.0,76106,9.328,1,0.2,0.8162,2013,128923,10,12,2013,14,14530,10000475,-4
2035,3.0,131.0,0.0,0.0,410.0,21.0,0.0,0.0,5.0,758.0,47.0,55901,8.26,2,0.0,3.8822,2014,162481,26,09,2014,30,11995,10002976,-4
2036,3.0,125.0,2.0,0.0,48.0,24.0,3.0,1.0,12.0,1646.0,49.0,55901,269.97,3,0.0,51.2943,2014,162481,26,09,2014,30,11995,10003061,-4
2037,3.0,125.0,2.0,0.0,48.0,24.0,3.0,1.0,10.0,209.0,49.0,59715,29.04,3,0.0,13.9392,2012,119214,23,01,2012,27,11905,10002893,-4
2038,3.0,702.0,2.0,0.0,371.0,1.0,3.0,1.0,12.0,1699.0,253.0,59715,14.62,2,0.0,6.8714,2012,119214,23,01,2012,27,11905,10003077,-4
2039,3.0,702.0,2.0,0.0,371.0,1.0,3.0,1.0,3.0,1248.0,253.0,85345,11.952,3,0.2,4.3326,2012,122287,18,06,2012,23,20560,10001661,-5
2040,3.0,702.0,2.0,0.0,371.0,1.0,3.0,1.0,3.0,135.0,253.0,85345,4.536,7,0.7,-3.3264,2012,122287,18,06,2012,23,20560,10004656,-5
2041,3.0,702.0,2.0,0.0,371.0,1.0,3.0,0.0,9.0,670.0,253.0,85345,9.156,2,0.7,-6.104,2012,122287,18,06,2012,23,20560,10003707,-5
2042,3.0,245.0,1.0,0.0,437.0,3.0,3.0,1.0,3.0,692.0,74.0,85345,75.36,5,0.2,20.724,2012,122287,18,06,2012,23,20560,10004973,-5
2043,3.0,346.0,1.0,0.0,240.0,33.0,1.0,1.0,2.0,277.0,140.0,92105,57.504,6,0.2,20.1264,2012,104493,2,10,2012,8,13705,10004817,-6
2044,3.0,437.0,1.0,0.0,207.0,41.0,0.0,1.0,12.0,1789.0,142.0,44107,38.864,7,0.2,7.7728,2014,158946,19,11,2014,24,15220,10001860,-5
2045,3.0,504.0,1.0,0.0,372.0,28.0,1.0,1.0,1.0,943.0,171.0,77095,15.552,3,0.2,5.4432,2011,129168,17,08,2011,23,16585,10001639,-6
2046,3.0,504.0,1.0,0.0,372.0,28.0,1.0,2.0,13.0,346.0,171.0,8861,162.64,2,0.0,45.5392,2013,131835,18,07,2013,22,17590,10004487,-4
2047,3.0,504.0,1.0,0.0,372.0,28.0,1.0,1.0,12.0,536.0,171.0,8861,597.0,3,0.0,280.59,2013,131835,18,07,2013,22,17590,10001760,-4
2048,0.0,171.0,0.0,0.0,374.0,36.0,1.0,0.0,9.0,879.0,41.0,8861,55.48,1,0.0,26.6304,2013,131835,18,07,2013,22,17590,10004071,-4
2049,0.0,171.0,0.0,0.0,374.0,36.0,1.0,1.0,3.0,80.0,41.0,19134,289.8,7,0.2,36.225,2012,142237,11,07,2012,13,12595,10004848,-2
2050,0.0,171.0,0.0,0.0,374.0,36.0,1.0,1.0,3.0,22.0,41.0,19134,2.502,3,0.7,-2.0016,2012,142237,11,07,2012,13,12595,10004022,-2
2051,0.0,171.0,0.0,0.0,374.0,36.0,1.0,0.0,5.0,1169.0,41.0,19134,6.48,4,0.7,-4.752,2012,142237,11,07,2012,13,12595,10003669,-2
2052,0.0,171.0,0.0,0.0,374.0,36.0,1.0,1.0,2.0,1139.0,41.0,19134,341.488,8,0.3,-73.176,2012,142237,11,07,2012,13,12595,10003833,-2
2053,0.0,171.0,0.0,0.0,374.0,36.0,1.0,0.0,9.0,1043.0,41.0,19134,11.12,5,0.2,0.834,2012,142237,11,07,2012,13,12595,10003732,-2
2054,3.0,630.0,0.0,0.0,407.0,12.0,0.0,0.0,9.0,483.0,229.0,19134,25.344,6,0.2,3.4848,2012,142237,11,07,2012,13,12595,10003142,-2
2055,0.0,740.0,0.0,0.0,123.0,20.0,0.0,2.0,0.0,1088.0,271.0,47374,17.31,3,0.0,5.193,2013,136434,2,12,2013,8,19480,10001196,-6
2056,0.0,740.0,0.0,0.0,123.0,20.0,0.0,0.0,5.0,841.0,271.0,48227,199.95,5,0.0,63.984,2014,120376,23,12,2014,26,21130,10001114,-3
2057,0.0,740.0,0.0,0.0,123.0,20.0,0.0,2.0,0.0,1019.0,271.0,48227,1586.69,7,0.0,412.5394,2014,120376,23,12,2014,26,21130,10002335,-3
2058,0.0,740.0,0.0,0.0,123.0,20.0,0.0,0.0,16.0,317.0,271.0,48227,84.99,1,0.0,30.5964,2014,120376,23,12,2014,26,21130,10000844,-3
2059,3.0,308.0,1.0,0.0,266.0,3.0,3.0,1.0,8.0,1491.0,98.0,48227,411.8,2,0.0,70.006,2014,120376,23,12,2014,26,21130,10004534,-3
2060,3.0,308.0,1.0,0.0,266.0,3.0,3.0,1.0,14.0,981.0,98.0,90049,11.34,3,0.0,5.2164,2011,106439,31,10,2011,4,14650,10002975,27
2061,3.0,308.0,1.0,0.0,266.0,3.0,3.0,1.0,3.0,244.0,98.0,90049,80.3,5,0.0,20.878,2011,106439,31,10,2011,4,14650,10003996,27
2062,3.0,308.0,1.0,0.0,266.0,3.0,3.0,1.0,12.0,1732.0,98.0,90049,15.968,2,0.2,5.3892,2011,106439,31,10,2011,4,14650,10002571,27
2063,3.0,308.0,1.0,0.0,266.0,3.0,3.0,1.0,3.0,661.0,98.0,90049,64.74,13,0.0,30.4278,2011,106439,31,10,2011,4,14650,10000477,27
2064,3.0,308.0,1.0,0.0,266.0,3.0,3.0,1.0,14.0,1546.0,98.0,90049,19.296,3,0.2,6.03,2011,106439,31,10,2011,4,14650,10004209,27
2065,3.0,308.0,1.0,0.0,266.0,3.0,3.0,0.0,5.0,1169.0,98.0,90049,405.64,4,0.0,12.1692,2011,106439,31,10,2011,4,14650,10001963,27
2066,3.0,308.0,1.0,0.0,266.0,3.0,3.0,2.0,0.0,1059.0,98.0,90049,146.352,3,0.2,-9.147,2011,106439,31,10,2011,4,14650,10003833,27
2067,3.0,308.0,1.0,0.0,266.0,3.0,3.0,1.0,2.0,1130.0,98.0,90049,251.91,9,0.0,47.8629,2011,106439,31,10,2011,4,14650,10004568,27
2068,3.0,791.0,0.0,0.0,383.0,3.0,3.0,2.0,0.0,1264.0,290.0,90049,12.39,3,0.0,3.717,2011,106439,31,10,2011,4,14650,10001419,27
2069,3.0,791.0,0.0,0.0,383.0,3.0,3.0,0.0,16.0,834.0,290.0,91767,199.96,4,0.0,69.986,2012,133452,13,04,2012,19,21910,10002800,-6
2070,2.0,172.0,1.0,0.0,374.0,36.0,1.0,1.0,3.0,689.0,36.0,91767,710.832,3,0.2,-97.7394,2012,133452,13,04,2012,19,21910,10003954,-6
2071,3.0,433.0,0.0,0.0,349.0,3.0,3.0,0.0,5.0,1170.0,141.0,19134,1.941,1,0.7,-1.294,2013,146521,22,07,2013,24,12610,10000301,-2
2072,3.0,730.0,1.0,0.0,452.0,45.0,3.0,1.0,3.0,1109.0,265.0,91761,283.92,5,0.2,-46.137,2014,110996,21,11,2014,26,16525,10003956,-5
2073,2.0,216.0,2.0,0.0,49.0,3.0,3.0,2.0,0.0,151.0,53.0,98105,7.312,2,0.2,2.5592,2013,129693,27,11,2013,3,20980,10002954,24
2074,2.0,216.0,2.0,0.0,49.0,3.0,3.0,2.0,13.0,1266.0,53.0,94513,59.97,3,0.0,13.7931,2014,122504,8,11,2014,13,13270,10003289,-5
2075,3.0,753.0,0.0,0.0,438.0,3.0,3.0,0.0,9.0,672.0,272.0,94513,761.544,7,0.2,66.6351,2014,122504,8,11,2014,13,13270,10002468,-5
2076,0.0,71.0,0.0,0.0,28.0,18.0,1.0,1.0,12.0,108.0,22.0,94122,58.2,3,0.0,28.518,2011,131051,1,12,2011,5,21325,10001861,-4
2077,0.0,71.0,0.0,0.0,28.0,18.0,1.0,1.0,1.0,635.0,22.0,21215,39.9,5,0.0,19.95,2014,140676,13,09,2014,16,11080,10004082,-3
2078,0.0,71.0,0.0,0.0,28.0,18.0,1.0,1.0,12.0,1717.0,22.0,21215,90.86,7,0.0,26.3494,2014,140676,13,09,2014,16,11080,10000358,-3
2079,3.0,489.0,0.0,0.0,375.0,1.0,3.0,1.0,12.0,463.0,185.0,21215,94.85,5,0.0,45.528,2014,140676,13,09,2014,16,11080,10004243,-3
2080,3.0,489.0,0.0,0.0,375.0,1.0,3.0,2.0,13.0,450.0,185.0,85023,106.232,7,0.2,37.1812,2012,120103,24,12,2012,29,17365,10001295,-5
2081,3.0,489.0,0.0,0.0,375.0,1.0,3.0,0.0,9.0,1037.0,185.0,85023,111.984,2,0.2,11.1984,2012,120103,24,12,2012,29,17365,10002170,-5
2082,3.0,171.0,0.0,0.0,266.0,3.0,3.0,1.0,12.0,142.0,41.0,85023,7.712,2,0.2,1.7352,2012,120103,24,12,2012,29,17365,10002885,-5
2083,3.0,257.0,2.0,0.0,207.0,41.0,0.0,1.0,10.0,133.0,76.0,90008,37.44,6,0.0,16.848,2014,104647,24,02,2014,2,12595,10002870,22
2084,3.0,336.0,0.0,0.0,329.0,30.0,1.0,1.0,10.0,177.0,123.0,77036,23.68,2,0.2,8.88,2011,110352,23,11,2011,29,13885,10003923,-6
2085,3.0,336.0,0.0,0.0,329.0,30.0,1.0,1.0,10.0,229.0,123.0,10009,122.12,4,0.0,56.1752,2013,140501,24,06,2013,29,15070,10003510,-5
2086,3.0,336.0,0.0,0.0,329.0,30.0,1.0,1.0,14.0,632.0,123.0,10009,18.45,5,0.0,8.6715,2013,140501,24,06,2013,29,15070,10000248,-5
2087,3.0,336.0,0.0,0.0,329.0,30.0,1.0,1.0,12.0,1559.0,123.0,10009,324.9,5,0.0,38.988,2013,140501,24,06,2013,29,15070,10000060,-5
2088,3.0,336.0,0.0,0.0,329.0,30.0,1.0,1.0,8.0,1562.0,123.0,10009,146.73,3,0.0,68.9631,2013,140501,24,06,2013,29,15070,10003129,-5
2089,3.0,490.0,1.0,0.0,395.0,3.0,3.0,1.0,10.0,215.0,189.0,10009,3.96,2,0.0,1.4652,2013,140501,24,06,2013,29,15070,10004076,-5
2090,3.0,482.0,0.0,0.0,521.0,6.0,1.0,1.0,3.0,706.0,180.0,91730,5.76,2,0.0,2.6496,2012,139290,26,10,2012,30,17380,10004008,-4
2091,3.0,482.0,0.0,0.0,521.0,6.0,1.0,0.0,16.0,825.0,180.0,19805,26.55,3,0.0,13.0095,2014,166142,16,07,2014,20,17260,10004094,-4
2092,3.0,496.0,2.0,0.0,311.0,21.0,0.0,0.0,5.0,765.0,183.0,19805,310.443,3,0.3,-48.7839,2014,166142,16,07,2014,20,17260,10004607,-4
2093,2.0,55.0,0.0,0.0,149.0,29.0,3.0,1.0,15.0,1042.0,15.0,56560,479.9,5,0.0,81.583,2011,145926,17,11,2011,21,17470,10004289,-4
2094,3.0,669.0,0.0,0.0,521.0,31.0,2.0,1.0,2.0,1156.0,246.0,87401,12.88,1,0.0,0.3864,2012,149678,13,04,2012,15,10840,10004498,-2
2095,3.0,712.0,2.0,0.0,215.0,22.0,2.0,1.0,3.0,682.0,253.0,28403,13.12,5,0.2,1.476,2012,164357,25,11,2012,29,20065,10001177,-4
2096,3.0,712.0,2.0,0.0,215.0,22.0,2.0,1.0,2.0,360.0,253.0,39212,511.84,8,0.0,240.5648,2013,146570,16,05,2013,21,20710,10001718,-5
2097,3.0,712.0,2.0,0.0,215.0,22.0,2.0,1.0,2.0,1151.0,253.0,39212,91.96,4,0.0,25.7488,2013,146570,16,05,2013,21,20710,10004602,-5
2098,3.0,658.0,0.0,0.0,389.0,35.0,3.0,1.0,14.0,795.0,229.0,39212,8.34,3,0.0,2.1684,2013,146570,16,05,2013,21,20710,10003856,-5
2099,3.0,658.0,0.0,0.0,389.0,35.0,3.0,2.0,0.0,1015.0,229.0,97206,37.68,3,0.2,2.355,2014,124401,8,09,2014,13,19900,10000649,-5
2100,3.0,430.0,0.0,0.0,120.0,4.0,3.0,1.0,14.0,1540.0,152.0,97206,279.944,7,0.2,80.4839,2014,124401,8,09,2014,13,19900,10002926,-5
2101,3.0,430.0,0.0,0.0,120.0,4.0,3.0,1.0,2.0,279.0,152.0,80219,636.408,3,0.2,-15.9102,2011,140116,10,03,2011,17,16480,10000078,-7
2102,1.0,7.0,2.0,0.0,489.0,1.0,3.0,0.0,5.0,1205.0,6.0,80219,83.168,4,0.2,9.3564,2011,140116,10,03,2011,17,16480,10001044,-7
2103,2.0,109.0,1.0,0.0,329.0,30.0,1.0,1.0,12.0,1661.0,26.0,85705,259.136,4,0.2,-25.9136,2011,123295,18,07,2011,18,10120,10002372,0
2104,2.0,109.0,1.0,0.0,329.0,30.0,1.0,2.0,0.0,1071.0,26.0,10009,221.92,4,0.0,106.5216,2014,167101,25,03,2014,29,11650,10000357,-4
2105,3.0,79.0,0.0,0.0,47.0,8.0,2.0,1.0,12.0,1804.0,33.0,10009,26.0,2,0.0,11.7,2014,167101,25,03,2014,29,11650,10001266,-4
2106,1.0,329.0,1.0,0.0,294.0,41.0,0.0,1.0,3.0,48.0,111.0,33437,15.552,3,0.2,5.4432,2011,167633,30,09,2011,5,11200,10004888,25
2107,1.0,670.0,0.0,0.0,399.0,3.0,3.0,1.0,12.0,1685.0,247.0,75150,0.876,1,0.8,-1.4016,2011,152723,26,09,2011,26,14965,10003460,0
2108,1.0,670.0,0.0,0.0,399.0,3.0,3.0,1.0,3.0,680.0,247.0,92374,19.98,1,0.0,9.3906,2012,164882,31,10,2012,31,20080,10000157,0
2109,1.0,670.0,0.0,0.0,399.0,3.0,3.0,1.0,2.0,1111.0,247.0,92374,398.352,3,0.2,124.485,2012,164882,31,10,2012,31,20080,10004519,0
2110,1.0,670.0,0.0,0.0,399.0,3.0,3.0,1.0,8.0,1194.0,247.0,92374,5.04,3,0.0,1.26,2012,164882,31,10,2012,31,20080,10004272,0
2111,1.0,670.0,0.0,0.0,399.0,3.0,3.0,0.0,5.0,750.0,247.0,92374,17.45,5,0.0,8.027,2012,164882,31,10,2012,31,20080,10000585,0
2112,1.0,670.0,0.0,0.0,399.0,3.0,3.0,1.0,15.0,99.0,247.0,92374,323.136,4,0.2,20.196,2012,164882,31,10,2012,31,20080,10004218,0
2113,1.0,670.0,0.0,0.0,399.0,3.0,3.0,2.0,13.0,1287.0,247.0,92374,29.7,3,0.0,8.019,2012,164882,31,10,2012,31,20080,10004231,0
2114,1.0,670.0,0.0,0.0,399.0,3.0,3.0,1.0,14.0,1092.0,247.0,92374,1295.84,4,0.2,145.782,2012,164882,31,10,2012,31,20080,10001578,0
2115,1.0,670.0,0.0,0.0,399.0,3.0,3.0,0.0,4.0,497.0,247.0,92374,46.84,2,0.0,12.6468,2012,164882,31,10,2012,31,20080,10003638,0
2116,2.0,618.0,0.0,0.0,410.0,30.0,1.0,0.0,16.0,1369.0,233.0,92374,425.833,1,0.15,20.0392,2012,164882,31,10,2012,31,20080,10002213,0
2117,3.0,681.0,0.0,0.0,466.0,3.0,3.0,1.0,12.0,1824.0,261.0,14609,209.67,1,0.4,-13.978,2012,159786,12,10,2012,17,19300,10001307,-5
2118,0.0,640.0,1.0,0.0,452.0,45.0,3.0,1.0,12.0,1822.0,240.0,95207,159.88,7,0.0,73.5448,2013,130267,20,09,2013,24,20245,10002222,-4
2119,0.0,640.0,1.0,0.0,452.0,45.0,3.0,1.0,3.0,683.0,240.0,98105,5.28,1,0.0,2.376,2014,155460,14,04,2014,16,19630,10002479,-2
2120,3.0,737.0,0.0,0.0,354.0,8.0,2.0,1.0,3.0,1833.0,273.0,98105,895.92,5,0.2,302.373,2014,155460,14,04,2014,16,19630,10003091,-2
2121,0.0,358.0,1.0,0.0,469.0,3.0,3.0,0.0,5.0,758.0,125.0,32174,2.808,3,0.7,-1.9656,2014,168690,8,01,2014,14,21085,10000145,-6
2122,2.0,265.0,2.0,0.0,242.0,20.0,0.0,0.0,4.0,1181.0,78.0,94086,215.976,3,0.2,-2.6997,2014,158246,10,11,2014,12,15400,10003061,-2
2123,2.0,265.0,2.0,0.0,242.0,20.0,0.0,1.0,10.0,220.0,78.0,48911,241.96,2,0.0,41.1332,2014,167381,23,09,2014,25,14005,10001972,-2
2124,3.0,265.0,2.0,0.0,374.0,36.0,1.0,1.0,7.0,1315.0,78.0,48911,27.72,9,0.0,13.3056,2014,167381,23,09,2014,25,14005,10000134,-2
2125,3.0,265.0,2.0,0.0,374.0,36.0,1.0,2.0,13.0,311.0,78.0,19143,104.68,5,0.2,35.3295,2014,144862,2,12,2014,6,14005,10003040,-4
2126,3.0,110.0,0.0,0.0,374.0,36.0,1.0,2.0,0.0,1459.0,30.0,19143,62.958,7,0.4,9.4437,2014,144862,2,12,2014,6,14005,10000923,-4
2127,3.0,406.0,2.0,0.0,374.0,36.0,1.0,0.0,9.0,504.0,133.0,19143,86.376,3,0.2,1.0797,2011,126032,23,06,2011,28,11665,10000158,-5
2128,3.0,406.0,2.0,0.0,374.0,36.0,1.0,1.0,12.0,1725.0,133.0,19134,64.944,3,0.2,6.4944,2012,134859,4,10,2012,9,16120,10003623,-5
2129,2.0,621.0,1.0,0.0,124.0,27.0,1.0,1.0,1.0,49.0,231.0,19134,20.736,4,0.2,7.2576,2012,134859,4,10,2012,9,16120,10001293,-5
2130,2.0,621.0,1.0,0.0,124.0,27.0,1.0,1.0,2.0,1407.0,231.0,3820,33.28,4,0.0,9.3184,2011,114188,20,05,2011,22,19345,10000124,-2
2131,2.0,621.0,1.0,0.0,124.0,27.0,1.0,0.0,9.0,15.0,231.0,3820,38.52,9,0.0,11.9412,2011,114188,20,05,2011,22,19345,10004511,-2
2132,3.0,189.0,0.0,0.0,329.0,30.0,1.0,1.0,12.0,1077.0,62.0,3820,139.86,7,0.0,60.1398,2011,114188,20,05,2011,22,19345,10000076,-2
2133,3.0,787.0,0.0,0.0,374.0,36.0,1.0,1.0,3.0,646.0,286.0,10011,19.65,3,0.0,9.039,2012,156524,20,11,2012,26,12865,10003883,-6
2134,3.0,787.0,0.0,0.0,374.0,36.0,1.0,1.0,8.0,1344.0,286.0,19134,152.991,3,0.7,-122.3928,2012,122210,30,11,2012,4,21850,10003656,26
2135,3.0,787.0,0.0,0.0,374.0,36.0,1.0,2.0,13.0,1095.0,286.0,19134,10.584,7,0.2,-2.3814,2012,122210,30,11,2012,4,21850,10000053,26
2136,3.0,772.0,0.0,0.0,172.0,41.0,0.0,0.0,9.0,567.0,264.0,19134,94.92,4,0.4,15.82,2012,122210,30,11,2012,4,21850,10002807,26
2137,3.0,772.0,0.0,0.0,172.0,41.0,0.0,1.0,3.0,1109.0,264.0,75051,14.76,5,0.6,-11.439,2012,156377,31,12,2012,5,21625,10002364,26
2138,1.0,159.0,0.0,0.0,329.0,30.0,1.0,1.0,12.0,1558.0,35.0,75051,3.656,4,0.8,-5.8496,2012,156377,31,12,2012,5,21625,10002954,26
2139,3.0,307.0,1.0,0.0,262.0,30.0,1.0,1.0,3.0,1616.0,104.0,10009,146.82,3,0.0,73.41,2014,157896,17,11,2014,17,12415,10004092,0
2140,3.0,307.0,1.0,0.0,262.0,30.0,1.0,1.0,15.0,93.0,104.0,11561,149.544,9,0.2,50.4711,2011,159520,6,06,2011,11,14635,10003982,-5
2141,3.0,307.0,1.0,0.0,262.0,30.0,1.0,0.0,16.0,423.0,104.0,11561,17.14,2,0.0,4.4564,2011,159520,6,06,2011,11,14635,10001664,-5
2142,3.0,213.0,1.0,0.0,374.0,36.0,1.0,1.0,12.0,1521.0,61.0,11561,991.764,3,0.4,-347.1174,2011,159520,6,06,2011,11,14635,10003238,-5
2143,3.0,213.0,1.0,0.0,374.0,36.0,1.0,2.0,13.0,148.0,61.0,19140,30.48,6,0.2,9.906,2013,155481,2,09,2013,6,13225,10004675,-4
2144,3.0,213.0,1.0,0.0,374.0,36.0,1.0,1.0,8.0,1491.0,61.0,19140,23.988,2,0.4,-4.7976,2013,155481,2,09,2013,6,13225,10002293,-4
2145,3.0,742.0,1.0,0.0,528.0,36.0,1.0,0.0,5.0,757.0,273.0,19140,16.688,7,0.2,5.4236,2013,155481,2,09,2013,6,13225,10002780,-4
2146,3.0,742.0,1.0,0.0,528.0,36.0,1.0,1.0,3.0,720.0,273.0,17403,422.058,3,0.3,-18.0882,2013,152051,26,06,2013,30,21160,10002965,-4
2147,3.0,742.0,1.0,0.0,528.0,36.0,1.0,1.0,14.0,774.0,273.0,17403,38.088,4,0.7,-27.9312,2013,152051,26,06,2013,30,21160,10004781,-4
2148,3.0,787.0,0.0,0.0,96.0,3.0,3.0,0.0,9.0,551.0,286.0,17403,254.352,6,0.2,-50.8704,2013,152051,26,06,2013,30,21160,10001713,-4
2149,3.0,227.0,0.0,0.0,329.0,30.0,1.0,2.0,13.0,1478.0,65.0,94521,43.31,1,0.0,4.331,2011,141607,12,12,2011,17,21850,10003975,-5
2150,3.0,57.0,0.0,0.0,91.0,41.0,0.0,0.0,5.0,1211.0,4.0,10035,84.95,5,0.0,22.087,2014,102771,1,04,2014,6,13435,10001536,-5
2151,2.0,627.0,0.0,0.0,426.0,23.0,0.0,2.0,0.0,1072.0,227.0,77840,233.058,3,0.3,-53.2704,2014,139969,20,11,2014,27,10870,10001973,-7
2152,3.0,35.0,0.0,0.0,393.0,19.0,1.0,1.0,12.0,1751.0,12.0,63116,111.79,7,0.0,43.5981,2011,167360,24,11,2011,29,19435,10001772,-5
2153,3.0,190.0,1.0,0.0,329.0,30.0,1.0,1.0,3.0,706.0,67.0,2169,14.94,3,0.0,7.0218,2012,123505,22,11,2012,26,10540,10002586,-4
2154,3.0,77.0,2.0,0.0,109.0,41.0,0.0,0.0,9.0,670.0,22.0,10009,14.16,2,0.2,5.133,2013,117282,15,07,2013,19,12880,10004094,-4
2155,2.0,447.0,0.0,0.0,266.0,3.0,3.0,1.0,8.0,1192.0,155.0,75081,22.608,3,0.6,-10.1736,2013,120460,1,05,2013,6,11170,10004973,-5
2156,0.0,229.0,0.0,0.0,300.0,21.0,0.0,1.0,14.0,1199.0,69.0,90032,21.48,6,0.0,10.74,2013,111115,26,07,2013,28,16735,10000624,-2
2157,0.0,229.0,0.0,0.0,300.0,21.0,0.0,1.0,14.0,631.0,69.0,55407,501.81,3,0.0,0.0,2011,124646,22,06,2011,24,13465,10001097,-2
2158,3.0,564.0,2.0,0.0,119.0,8.0,2.0,1.0,2.0,1135.0,197.0,55407,161.94,3,0.0,9.7164,2011,124646,22,06,2011,24,13465,10001469,-2
2159,3.0,128.0,0.0,0.0,80.0,11.0,0.0,1.0,3.0,1827.0,46.0,32725,17.856,4,0.2,2.0088,2014,148166,22,10,2014,27,18490,10004956,-5
2160,1.0,475.0,0.0,0.0,83.0,33.0,1.0,0.0,9.0,725.0,160.0,60610,8.808,3,0.8,-14.9736,2013,159737,4,09,2013,10,11950,10004236,-6
2161,3.0,230.0,2.0,0.0,342.0,3.0,3.0,1.0,2.0,1228.0,70.0,45231,79.384,1,0.2,29.769,2013,141019,15,05,2013,15,17155,10002937,0
2162,3.0,417.0,2.0,0.0,277.0,3.0,3.0,1.0,12.0,1102.0,146.0,94601,34.58,1,0.0,10.0282,2013,101938,7,01,2013,12,13480,10003696,-5
2163,3.0,326.0,0.0,0.0,243.0,41.0,0.0,2.0,0.0,1326.0,107.0,95336,314.55,3,0.0,150.984,2014,166296,14,03,2014,20,16285,10004359,-6
2164,3.0,326.0,0.0,0.0,243.0,41.0,0.0,1.0,12.0,157.0,107.0,78041,191.976,3,0.2,23.997,2013,154018,14,10,2013,20,14920,10002402,-6
2165,3.0,326.0,0.0,0.0,243.0,41.0,0.0,0.0,9.0,1523.0,107.0,78041,8.288,2,0.2,3.0044,2013,154018,14,10,2013,20,14920,10000551,-6
2166,3.0,326.0,0.0,0.0,243.0,41.0,0.0,1.0,2.0,1140.0,107.0,78041,139.92,5,0.6,-150.414,2013,154018,14,10,2013,20,14920,10003394,-6
2167,3.0,326.0,0.0,0.0,243.0,41.0,0.0,1.0,3.0,258.0,107.0,78041,15.872,1,0.2,1.1904,2013,154018,14,10,2013,20,14920,10002067,-6
2168,2.0,386.0,0.0,0.0,225.0,33.0,1.0,1.0,2.0,1116.0,131.0,78041,6.286,7,0.8,-11.0005,2013,154018,14,10,2013,20,14920,10004140,-6
2169,2.0,386.0,0.0,0.0,225.0,33.0,1.0,2.0,0.0,152.0,131.0,44240,14.016,3,0.2,1.752,2014,117870,28,01,2014,31,15820,10004078,-3
2170,2.0,386.0,0.0,0.0,225.0,33.0,1.0,2.0,13.0,928.0,131.0,44240,71.976,3,0.2,-8.997,2014,117870,28,01,2014,31,15820,10000927,-3
2171,3.0,460.0,1.0,0.0,433.0,41.0,0.0,0.0,5.0,987.0,156.0,44240,107.982,3,0.4,-26.9955,2014,117870,28,01,2014,31,15820,10003931,-3
2172,0.0,338.0,0.0,0.0,438.0,3.0,3.0,1.0,3.0,1634.0,122.0,76903,305.312,2,0.3,-8.7232,2014,137491,20,11,2014,26,16930,10004675,-6
2173,3.0,463.0,2.0,0.0,207.0,41.0,0.0,1.0,3.0,713.0,166.0,94122,19.752,3,0.2,6.9132,2011,152296,1,08,2011,3,15100,10004506,-2
2174,2.0,172.0,1.0,0.0,207.0,41.0,0.0,1.0,14.0,581.0,36.0,77070,9.264,3,0.8,-13.896,2013,112025,31,07,2013,5,16975,10002353,26
2175,3.0,585.0,2.0,0.0,432.0,42.0,3.0,1.0,12.0,1764.0,208.0,77041,61.792,4,0.2,6.1792,2012,132507,30,07,2012,3,12610,10000943,27
2176,3.0,585.0,2.0,0.0,432.0,42.0,3.0,1.0,12.0,1768.0,208.0,84106,45.68,2,0.0,21.0128,2013,125738,16,10,2013,22,18805,10000740,-6
2177,3.0,585.0,2.0,0.0,432.0,42.0,3.0,1.0,3.0,57.0,208.0,84106,60.12,9,0.0,28.8576,2013,125738,16,10,2013,22,18805,10003001,-6
2178,3.0,585.0,2.0,0.0,432.0,42.0,3.0,1.0,12.0,1329.0,208.0,84106,41.72,5,0.2,13.0375,2013,125738,16,10,2013,22,18805,10001628,-6
2179,3.0,132.0,0.0,0.0,329.0,30.0,1.0,1.0,3.0,712.0,40.0,84106,71.6,8,0.0,32.936,2013,125738,16,10,2013,22,18805,10001509,-6
2180,3.0,132.0,0.0,0.0,329.0,30.0,1.0,1.0,10.0,133.0,40.0,10009,85.232,7,0.2,30.8966,2013,128818,8,05,2013,12,12010,10000309,-4
